Location,year,month,day,hour,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
Wanshouxigong,2013,3,16,11,243,49,13.3,1018.8,-0.7,0
Wanshouxigong,2013,3,16,12,189,62,14.2,1017.7,-0.7,0
Wanshouxigong,2013,3,16,13,179,89,14.4,1016.5,-0.5,0
Wanshouxigong,2013,3,16,14,165,101,13.3,1015.7,0.6,0
Wanshouxigong,2013,3,16,15,164,101,13.4,1014.9,1.1,0
Wanshouxigong,2013,3,16,16,174,101,12.7,1014.1,1.4,0
Wanshouxigong,2013,3,16,17,165,101,12.3,1013.9,1.6,0
Wanshouxigong,2013,3,16,18,190,101,11.3,1013.7,1.8,0
Wanshouxigong,2013,3,16,19,186,101,10.4,1013.7,2.2,0
Wanshouxigong,2013,3,16,20,212,101,9.6,1013.7,1.7,0
Wanshouxigong,2013,3,16,21,231,101,8.7,1013.3,1.8,0
Wanshouxigong,2013,3,16,22,198,101,8,1012.5,1.8,0
Wanshouxigong,2013,3,16,23,152,101,7.4,1011.7,1.9,0
Wanshouxigong,2013,3,17,0,154,101,6.9,1011.3,1.6,0
Wanshouxigong,2013,3,17,1,165,101,6.7,1010.5,1.6,0
Wanshouxigong,2013,3,17,2,176,101,6.2,1009.3,1.3,0
Wanshouxigong,2013,3,17,3,218,101,6.1,1007.9,1.2,0
Wanshouxigong,2013,3,17,4,206,101,5.8,1007.3,1.1,0
Wanshouxigong,2013,3,17,5,196,101,5.6,1006.6,1.1,0
Wanshouxigong,2013,3,17,6,161,101,4.3,1005.4,1.3,0
Wanshouxigong,2013,3,17,7,165,101,5.3,1005,2.5,0
Wanshouxigong,2013,3,17,8,175,101,7,1004.6,2.5,0
Wanshouxigong,2013,3,17,9,188,101,8.7,1004.1,2.9,0
Wanshouxigong,2013,3,17,10,206,101,10.1,1002.7,2.7,0
Wanshouxigong,2013,3,17,11,237,101,11.8,1001,3,0
Wanshouxigong,2013,3,17,12,279,101,13.7,999.2,3.2,0
Wanshouxigong,2013,3,17,13,316,101,15.1,997.9,3.6,0
Wanshouxigong,2013,3,17,14,347,90,15.7,996.6,3.5,0
Wanshouxigong,2013,3,17,15,354,100,15.3,995.8,3.7,0
Wanshouxigong,2013,3,17,16,404,107,15.2,995.1,4,0
Wanshouxigong,2013,3,17,17,349,107,14,995.1,4.3,0
Wanshouxigong,2013,3,17,18,351,107,12.4,994.8,4.4,0
Wanshouxigong,2013,3,17,19,351,65,10.1,995.3,4.5,0
Wanshouxigong,2013,3,17,20,369,107,10.3,995.2,5.1,0
Wanshouxigong,2013,3,17,21,388,107,11.8,995.4,4.5,0
Wanshouxigong,2013,3,17,22,398,107,11.3,995.1,3.8,0
Wanshouxigong,2013,3,17,23,411,107,9.7,994.9,4.1,0
Wanshouxigong,2013,3,18,0,433,107,10,995.2,3.5,0
Wanshouxigong,2013,3,18,1,414,107,11,995.1,-3.2,0
Wanshouxigong,2013,3,18,2,428,107,11.1,995.1,-6.8,0
Wanshouxigong,2013,3,18,3,83,107,11.9,995.1,-11.7,0
Wanshouxigong,2013,3,18,4,33,107,10.9,996.3,-10,0
Wanshouxigong,2013,3,18,5,22,107,9.2,997.2,-8.9,0
Wanshouxigong,2013,3,18,6,10,107,8.2,999.5,-11.2,0
Wanshouxigong,2013,3,18,7,6,107,6.6,1001,-11.6,0
Wanshouxigong,2013,3,18,8,3,107,7,1002.1,-13.9,0
Wanshouxigong,2013,3,18,9,3,107,8.7,1002.4,-13.7,0
Wanshouxigong,2013,3,18,10,8,107,9.5,1003.3,-15.1,0
Wanshouxigong,2013,3,18,11,3,107,10.7,1002.9,-17.6,0
Wanshouxigong,2013,3,18,12,6,107,11.4,1002.2,-18.1,0
Wanshouxigong,2013,3,18,13,9,107,11.9,1000.6,-16.7,0
Wanshouxigong,2013,3,18,14,7,107,11.7,999.9,-16.8,0
Wanshouxigong,2013,3,18,15,15,107,12,999.5,-15.6,0
Wanshouxigong,2013,3,18,16,11,80,10.6,999.4,-15,0
Wanshouxigong,2013,3,18,17,3,70,8.6,999.9,-3.6,0
Wanshouxigong,2013,3,18,18,35,63,6.5,1000.9,-3.7,0
Wanshouxigong,2013,3,18,19,70,32,5,1002.4,-4.3,0
Wanshouxigong,2013,3,18,20,51,39,4,1003,-4.5,0
Wanshouxigong,2013,3,18,21,51,40.698,3,1003.1,-4.5,0
Wanshouxigong,2013,3,18,22,33,35,2.6,1003.5,-4.8,0
Wanshouxigong,2013,3,18,23,33,32,2.3,1004.4,-4.9,0
Wanshouxigong,2013,3,19,0,34,28,2.1,1004.7,-5.5,0
Wanshouxigong,2013,3,19,1,18,34,2.2,1005.2,-5.5,0
Wanshouxigong,2013,3,19,2,16,22,2,1004.6,-5.2,0
Wanshouxigong,2013,3,19,3,30,20,1.3,1004.8,-5.2,0
Wanshouxigong,2013,3,19,4,31,21,1.2,1004.6,-3.7,0
Wanshouxigong,2013,3,19,5,22,26,0.7,1004.7,-3.6,0
Wanshouxigong,2013,3,19,6,7,23,0.8,1005.3,-3.7,0
Wanshouxigong,2013,3,19,7,8,19,2.2,1006.2,-3.7,0
Wanshouxigong,2013,3,19,8,28,17,3.4,1006.4,-3,0
Wanshouxigong,2013,3,19,9,40,12,3,1007,-3.4,0
Wanshouxigong,2013,3,19,10,45,18,3.4,1007.2,-3.6,0
Wanshouxigong,2013,3,19,11,59,19,4,1006.8,-2.6,0
Wanshouxigong,2013,3,19,12,58,19,3.9,1006.5,-1.5,0
Wanshouxigong,2013,3,19,13,42,23,4.4,1006.2,-1,0
Wanshouxigong,2013,3,19,14,48,23,5.2,1006.4,-0.6,0
Wanshouxigong,2013,3,19,15,51,27,5.2,1007,-0.8,0
Wanshouxigong,2013,3,19,16,50,27,4.8,1008,-0.4,0
Wanshouxigong,2013,3,19,17,49,22,3.3,1009,1.8,0.2
Wanshouxigong,2013,3,19,18,43,14,1.9,1010.6,1,2.9
Wanshouxigong,2013,3,19,19,37,8,1.7,1012,1.1,1.4
Wanshouxigong,2013,3,19,20,46,12,1.7,1013.1,1.1,0.8
Wanshouxigong,2013,3,19,21,47,16.065,1.1,1014.2,0.4,0.7
Wanshouxigong,2013,3,19,22,61,12,0.4,1014.9,-0.2,1
Wanshouxigong,2013,3,19,23,62,11,-0.4,1015.8,-0.8,0.8
Wanshouxigong,2013,3,20,0,47,10,-1.1,1016.8,-1.5,1
Wanshouxigong,2013,3,20,1,40,11,-1.4,1017.4,-1.8,1.4
Wanshouxigong,2013,3,20,2,35,19,-1.5,1017.5,-1.9,0.7
Wanshouxigong,2013,3,20,3,29,17,-1.5,1018,-1.9,0.1
Wanshouxigong,2013,3,20,4,30,15,-1.4,1018.4,-1.8,0
Wanshouxigong,2013,3,20,5,40,12,-2.1,1018.7,-2.5,0
Wanshouxigong,2013,3,20,6,40,16.4934,-1.5,1019.2,-1.9,0
Wanshouxigong,2013,3,20,7,26,2,-1.4,1019.6,-2.1,0
Wanshouxigong,2013,3,20,8,53,2,0.2,1020.2,-1.7,0
Wanshouxigong,2013,3,20,9,52,8,1.4,1020.4,-2,0
Wanshouxigong,2013,3,20,10,83,15,1.7,1019.7,-3,0
Wanshouxigong,2013,3,20,11,57,24,3.2,1018.9,-2.3,0
Wanshouxigong,2013,3,20,12,74,33,4.3,1017.9,-4.7,0
Wanshouxigong,2013,3,20,13,47,52,4.8,1016.9,-5.6,0
Wanshouxigong,2013,3,20,14,27,60,5.3,1015.9,-4.3,0
Wanshouxigong,2013,3,20,15,52,64,5.7,1015,-4.5,0
Wanshouxigong,2013,3,20,16,35,64,5.6,1014.4,-3.8,0
Wanshouxigong,2013,3,20,17,37,62,4.5,1014.1,-3.3,0
Wanshouxigong,2013,3,20,18,70,45,3.7,1013.8,-3.1,0
Wanshouxigong,2013,3,20,19,60,34,3.1,1013.8,-3.1,0
Wanshouxigong,2013,3,20,20,71,24,2.4,1013.2,-3.3,0
Wanshouxigong,2013,3,20,21,73,18,2.7,1013,-3.4,0
Wanshouxigong,2013,3,20,22,74,19,2.3,1012.1,-3.4,0
Wanshouxigong,2013,3,20,23,86,19,1.4,1011.1,-3.5,0
Wanshouxigong,2013,3,21,0,93,20,1.1,1010.6,-3.6,0
Wanshouxigong,2013,3,21,1,92,18,0.8,1009.8,-3.7,0
Wanshouxigong,2013,3,21,2,106,15,0.6,1009,-3.9,0
Wanshouxigong,2013,3,21,3,97,NA,-0.1,1008,-4,0
Wanshouxigong,2013,3,21,4,88,6,-0.9,1007.5,-4.1,0
Wanshouxigong,2013,3,21,5,68,5,-1.3,1007,-3.5,0
Wanshouxigong,2013,3,21,6,69,2,-1.7,1006.6,-3,0
Wanshouxigong,2013,3,21,7,73,2,0.2,1006.1,-2,0
Wanshouxigong,2013,3,21,8,82,2,2.2,1004.8,-1.6,0
Wanshouxigong,2013,3,21,9,106,2,3.4,1004.5,-1.6,0
Wanshouxigong,2013,3,21,10,124,6,4.5,1003.3,-1.5,0
Wanshouxigong,2013,3,21,11,139,14,5.6,1002,-1.6,0
Wanshouxigong,2013,3,21,12,146,20,6.9,1001,-1.5,0
Wanshouxigong,2013,3,21,13,161,13,8,999.6,-1.8,0
Wanshouxigong,2013,3,21,14,146,26,8.4,999.3,-1.7,0
Wanshouxigong,2013,3,21,15,175,44,8.7,998.9,-1.7,0
Wanshouxigong,2013,3,21,16,184,50,8.3,998.4,-1.8,0
Wanshouxigong,2013,3,21,17,175,46,7.5,998.9,-1.5,0
Wanshouxigong,2013,3,21,18,192,11,6.6,1000.2,-1.1,0
Wanshouxigong,2013,3,21,19,197,2,6.2,1001.4,-1,0
Wanshouxigong,2013,3,21,20,200,2,6.1,1002.4,-1.1,0
Wanshouxigong,2013,3,21,21,199,4,6,1003.3,-1.2,0
Wanshouxigong,2013,3,21,22,175,10,6.2,1004.3,-1,0
Wanshouxigong,2013,3,21,23,166,9,6.2,1005.4,-1,0
Wanshouxigong,2013,3,22,0,167,10,4.8,1006.5,-1.7,0
Wanshouxigong,2013,3,22,1,172,13,6.4,1007.7,-3.8,0
Wanshouxigong,2013,3,22,2,127,28,5.4,1008.5,-4.7,0
Wanshouxigong,2013,3,22,3,99,30,6,1009.1,-8,0
Wanshouxigong,2013,3,22,4,143,34,4.6,1009.9,-11.1,0
Wanshouxigong,2013,3,22,5,22,44,4.6,1010.7,-12.4,0
Wanshouxigong,2013,3,22,6,15,53,5.2,1012.1,-12.3,0
Wanshouxigong,2013,3,22,7,21,27,5.9,1013,-9.6,0
Wanshouxigong,2013,3,22,8,18,33,7.5,1013.6,-12.3,0
Wanshouxigong,2013,3,22,9,129,51,8.4,1014,-7.8,0
Wanshouxigong,2013,3,22,10,124,53,8,1013.7,-6.2,0
Wanshouxigong,2013,3,22,11,121,42,8.6,1012.8,-6.4,0
Wanshouxigong,2013,3,22,12,61,53,9.3,1011.9,-4,0
Wanshouxigong,2013,3,22,13,67,58,9.7,1011.3,-4,0
Wanshouxigong,2013,3,22,14,82,70,10,1010.6,-3.3,0
Wanshouxigong,2013,3,22,15,66,76,9.6,1009.8,-4,0
Wanshouxigong,2013,3,22,16,69,77,9.4,1009.3,-4.2,0
Wanshouxigong,2013,3,22,17,75,78,9,1009.8,-4.2,0
Wanshouxigong,2013,3,22,18,68,77,7.8,1010.1,-4.7,0
Wanshouxigong,2013,3,22,19,61,66,7.1,1010.3,-4.7,0
Wanshouxigong,2013,3,22,20,64,44,6.4,1011.1,-4.7,0
Wanshouxigong,2013,3,22,21,63,35,5.3,1011,-4.8,0
Wanshouxigong,2013,3,22,22,66,16,3.9,1011,-4.3,0
Wanshouxigong,2013,3,22,23,63,11,2.9,1010.5,-4.1,0
Wanshouxigong,2013,3,23,0,68,2,2.7,1009.9,-4.8,0
Wanshouxigong,2013,3,23,1,53,6,2.3,1009,-4,0
Wanshouxigong,2013,3,23,2,66,10,2,1008.4,-3.7,0
Wanshouxigong,2013,3,23,3,61,2,2.3,1007.5,-4,0
Wanshouxigong,2013,3,23,4,57,2,2.1,1006.9,-3.8,0
Wanshouxigong,2013,3,23,5,57,2,2.1,1006.6,-4,0
Wanshouxigong,2013,3,23,6,63,2,2,1006.7,-4.1,0
Wanshouxigong,2013,3,23,7,49,2,2.6,1005.6,-6,0
Wanshouxigong,2013,3,23,8,66,2,3.2,1004.8,-6.8,0
Wanshouxigong,2013,3,23,9,60,10,3.3,1004.6,-7.2,0
Wanshouxigong,2013,3,23,10,68,16,4.9,1004.2,-6.7,0
Wanshouxigong,2013,3,23,11,79,24,5.5,1003.7,-5.5,0
Wanshouxigong,2013,3,23,12,86,24,6.2,1003.4,-5.2,0
Wanshouxigong,2013,3,23,13,83,31,7.7,1002.6,-4.4,0
Wanshouxigong,2013,3,23,14,89,30,10.2,1002.3,-4.6,0
Wanshouxigong,2013,3,23,15,91,28,13.1,1003.1,-8.2,0
Wanshouxigong,2013,3,23,16,80,29,12.3,1004.7,-8.8,0
Wanshouxigong,2013,3,23,17,55,52,10.7,1007.7,-9.6,0
Wanshouxigong,2013,3,23,18,13,71,8.1,1009.1,-10.8,0
Wanshouxigong,2013,3,23,19,13,65,6.7,1011.9,-12,0
Wanshouxigong,2013,3,23,20,10,71,5.7,1013.4,-13.9,0
Wanshouxigong,2013,3,23,21,9,78,5.2,1014.2,-16,0
Wanshouxigong,2013,3,23,22,7,77,4.5,1015.1,-16,0
Wanshouxigong,2013,3,23,23,3,78,3.8,1015.7,-15.5,0
Wanshouxigong,2013,3,24,0,3,75,3.1,1016.3,-15.6,0
Wanshouxigong,2013,3,24,1,7,67,3.1,1016.3,-15.6,0
Wanshouxigong,2013,3,24,2,14,57,2.7,1016.8,-15.4,0
Wanshouxigong,2013,3,24,3,6,46,2.4,1016.5,-15.7,0
Wanshouxigong,2013,3,24,4,6,43,1.9,1016.8,-15.6,0
Wanshouxigong,2013,3,24,5,6,46,1.6,1017.2,-16.4,0
Wanshouxigong,2013,3,24,6,7,42,2.1,1018,-16.4,0
Wanshouxigong,2013,3,24,7,6,35,3.4,1018.6,-16.4,0
Wanshouxigong,2013,3,24,8,13,42,5.1,1018.8,-17.3,0
Wanshouxigong,2013,3,24,9,11,57,5.4,1018.5,-17.8,0
Wanshouxigong,2013,3,24,10,9,69,6.3,1017.8,-17.7,0
Wanshouxigong,2013,3,24,11,3,75,7.5,1016.7,-17.5,0
Wanshouxigong,2013,3,24,12,8,78,8.5,1015.4,-17.6,0
Wanshouxigong,2013,3,24,13,3,83,9.3,1013.8,-16.9,0
Wanshouxigong,2013,3,24,14,3,83,9.6,1012.8,-15.1,0
Wanshouxigong,2013,3,24,15,7,83,9.4,1012.2,-16,0
Wanshouxigong,2013,3,24,16,10,78,9,1011.9,-14.1,0
Wanshouxigong,2013,3,24,17,21,78,8.1,1011.8,-13.6,0
Wanshouxigong,2013,3,24,18,33,75,6.8,1012.4,-11.9,0
Wanshouxigong,2013,3,24,19,37,64.6884,5.7,1013.3,-11.4,0
Wanshouxigong,2013,3,24,20,51,31.4874,5,1013.8,-11.6,0
Wanshouxigong,2013,3,24,21,59,22.491,4.6,1014.2,-11.1,0
Wanshouxigong,2013,3,24,22,55,22.7052,4.6,1014.3,-10.3,0
Wanshouxigong,2013,3,24,23,58,32,2.9,1014.9,-10.1,0
Wanshouxigong,2013,3,25,0,58,7.7112,2.9,1015.4,-11.5,0
Wanshouxigong,2013,3,25,1,77,NA,1.7,1015.7,-9,0
Wanshouxigong,2013,3,25,2,81,NA,1.6,1015.8,-8.2,0
Wanshouxigong,2013,3,25,3,82,NA,0.9,1016.4,-7.6,0
Wanshouxigong,2013,3,25,4,78,NA,0.2,1016.8,-6.7,0
Wanshouxigong,2013,3,25,5,73,NA,-0.4,1016.9,-6.2,0
Wanshouxigong,2013,3,25,6,66,NA,0.1,1017.3,-5.3,0
Wanshouxigong,2013,3,25,7,66,NA,1.4,1017.7,-5.3,0
Wanshouxigong,2013,3,25,8,78,NA,2.9,1017.6,-5.5,0
Wanshouxigong,2013,3,25,9,94,7.497,4.6,1017.4,-6.6,0
Wanshouxigong,2013,3,25,10,106,14.994,6.1,1016.7,-6.8,0
Wanshouxigong,2013,3,25,11,109,22.9194,7.3,1015.8,-7.9,0
Wanshouxigong,2013,3,25,12,117,29.7738,8.6,1014.8,-7.6,0
Wanshouxigong,2013,3,25,13,126,43.2684,9.4,1013.5,-6.9,0
Wanshouxigong,2013,3,25,14,128,60.6186,10.3,1012.6,-7.4,0
Wanshouxigong,2013,3,25,15,126,87.822,10.8,1012,-7.5,0
Wanshouxigong,2013,3,25,16,126,88.4646,10.6,1011.6,-7.7,0
Wanshouxigong,2013,3,25,17,108,92,10,1011.7,-6.8,0
Wanshouxigong,2013,3,25,18,106,81,9.2,1011.8,-6.7,0
Wanshouxigong,2013,3,25,19,134,52,8.8,1012.1,-7.9,0
Wanshouxigong,2013,3,25,20,136,27,7.3,1012.3,-7.9,0
Wanshouxigong,2013,3,25,21,106,36,6.2,1011.8,-7.8,0
Wanshouxigong,2013,3,25,22,96,34,6.1,1011.6,-8.2,0
Wanshouxigong,2013,3,25,23,103,16,5,1011,-8.5,0
Wanshouxigong,2013,3,26,0,104,15,4.5,1010.8,-8.6,0
Wanshouxigong,2013,3,26,1,102,19,1.9,1010.6,-6.4,0
Wanshouxigong,2013,3,26,2,122,6,2,1010.2,-6.8,0
Wanshouxigong,2013,3,26,3,158,2,0.5,1009.6,-4.7,0
Wanshouxigong,2013,3,26,4,175,2,0.5,1009.8,-4.5,0
Wanshouxigong,2013,3,26,5,181,2,0.5,1009.9,-3.6,0
Wanshouxigong,2013,3,26,6,176,2,1.6,1010.2,-1.1,0
Wanshouxigong,2013,3,26,7,195,2,3.2,1009.8,-1,0
Wanshouxigong,2013,3,26,8,189,2,4.7,1009.5,-0.5,0
Wanshouxigong,2013,3,26,9,195,2,6.4,1009.2,-0.1,0
Wanshouxigong,2013,3,26,10,194,7,7.6,1008.8,-0.4,0
Wanshouxigong,2013,3,26,11,211,10,9.2,1007.9,-0.4,0
Wanshouxigong,2013,3,26,12,226,20,10.8,1006.6,-0.1,0
Wanshouxigong,2013,3,26,13,215,35,11.9,1005.7,-1,0
Wanshouxigong,2013,3,26,14,176,48,12.8,1004.4,-1.2,0
Wanshouxigong,2013,3,26,15,204,52,13.2,1003.4,-1.2,0
Wanshouxigong,2013,3,26,16,200,39,13.1,1002.5,-1.7,0
Wanshouxigong,2013,3,26,17,193,30,12.7,1002.3,-0.2,0
Wanshouxigong,2013,3,26,18,212,29,12,1002.6,0.7,0
Wanshouxigong,2013,3,26,19,212,9.4248,11.2,1003.2,1.1,0
Wanshouxigong,2013,3,26,20,228,2,10.5,1003.9,1.3,0
Wanshouxigong,2013,3,26,21,189,2,10,1003.5,1.9,0
Wanshouxigong,2013,3,26,22,182,2,9,1003.2,2.3,0
Wanshouxigong,2013,3,26,23,152,2,7.8,1002.7,2.5,0
Wanshouxigong,2013,3,27,0,117,9,7.2,1002.3,3.1,0
Wanshouxigong,2013,3,27,1,116,17,6.5,1001.9,3.5,0
Wanshouxigong,2013,3,27,2,122,10,6.1,1001.4,3.8,0
Wanshouxigong,2013,3,27,3,120,13,5.3,1000.7,3.6,0
Wanshouxigong,2013,3,27,4,97,5,4.6,1000.6,3.1,0
Wanshouxigong,2013,3,27,5,102,2,4.3,1000.7,3.4,0
Wanshouxigong,2013,3,27,6,100,2,4.1,1002.2,3.5,0
Wanshouxigong,2013,3,27,7,155,2,6,1003.1,2.6,0
Wanshouxigong,2013,3,27,8,189,2,7.8,1003.3,4,0
Wanshouxigong,2013,3,27,9,206,2,10.3,1003.2,4.6,0
Wanshouxigong,2013,3,27,10,178,6,13.7,1002.7,0.7,0
Wanshouxigong,2013,3,27,11,176,23,17.1,1002,-3.1,0
Wanshouxigong,2013,3,27,12,133,48,18.1,1001.9,-5.9,0
Wanshouxigong,2013,3,27,13,63,72,18.7,1001.6,-7.7,0
Wanshouxigong,2013,3,27,14,63,89,18.9,1001.8,-7.5,0
Wanshouxigong,2013,3,27,15,19,92,18.1,1002,-10.8,0
Wanshouxigong,2013,3,27,16,15,93.6054,17.9,1002.8,-11,0
Wanshouxigong,2013,3,27,17,8,94,16,1004.2,-12.5,0
Wanshouxigong,2013,3,27,18,11,88,13.5,1006,-14.4,0
Wanshouxigong,2013,3,27,19,10,85,12.1,1007.6,-15.6,0
Wanshouxigong,2013,3,27,20,9,89,11.2,1009.6,-16.3,0
Wanshouxigong,2013,3,27,21,6,83,10.5,1010.8,-15.9,0
Wanshouxigong,2013,3,27,22,11,80,10.1,1011.7,-16.3,0
Wanshouxigong,2013,3,27,23,11,76,8.9,1012.6,-16.4,0
Wanshouxigong,2013,3,28,0,11,72,8,1012.9,-15.6,0
Wanshouxigong,2013,3,28,1,11,83,7.3,1013.3,-16.2,0
Wanshouxigong,2013,3,28,2,8,79,6.7,1013.7,-16,0
Wanshouxigong,2013,3,28,3,4,75,6.4,1014,-16.3,0
Wanshouxigong,2013,3,28,4,5,73,5.6,1014.6,-16.3,0
Wanshouxigong,2013,3,28,5,10,74,5.6,1015.3,-16.3,0
Wanshouxigong,2013,3,28,6,9,68,5.7,1015.9,-16.8,0
Wanshouxigong,2013,3,28,7,6,62,6.4,1016.4,-16.9,0
Wanshouxigong,2013,3,28,8,7,56,7.5,1016.6,-16.8,0
Wanshouxigong,2013,3,28,9,7,54,8.5,1016.6,-16,0
Wanshouxigong,2013,3,28,10,15,48,9.5,1016.3,-15.9,0
Wanshouxigong,2013,3,28,11,20,48,9.7,1016,-14.2,0
Wanshouxigong,2013,3,28,12,20,63,10.7,1015.4,-10.2,0
Wanshouxigong,2013,3,28,13,27,75,11.1,1014.1,-11.1,0
Wanshouxigong,2013,3,28,14,8,88,12.4,1013.1,-12,0
Wanshouxigong,2013,3,28,15,10,91,13.1,1012.6,-13.9,0
Wanshouxigong,2013,3,28,16,15,93,13.5,1012.4,-13.5,0
Wanshouxigong,2013,3,28,17,11,89,10.8,1012.6,-4.9,0
Wanshouxigong,2013,3,28,18,11,83,9.4,1013.2,-2.9,0
Wanshouxigong,2013,3,28,19,73,66,8.9,1014.3,-3,0
Wanshouxigong,2013,3,28,20,97,51,8.1,1015,-2.8,0
Wanshouxigong,2013,3,28,21,104,36,8.2,1015.2,-4.6,0
Wanshouxigong,2013,3,28,22,104,33,6.7,1015.2,-3.8,0
Wanshouxigong,2013,3,28,23,95,31,3.3,1015.3,-2.7,0
Wanshouxigong,2013,3,29,0,98,11,4.8,1015.6,-5,0
Wanshouxigong,2013,3,29,1,102,2,3.3,1015.6,-4.4,0
Wanshouxigong,2013,3,29,2,104,2,1.9,1015.4,-4.4,0
Wanshouxigong,2013,3,29,3,99,NA,3.3,1015.2,-4.9,0
Wanshouxigong,2013,3,29,4,96,2,4.9,1015.9,-8.6,0
Wanshouxigong,2013,3,29,5,96,2,4,1016.5,-6.9,0
Wanshouxigong,2013,3,29,6,90,2,3.8,1016.8,-7.1,0
Wanshouxigong,2013,3,29,7,76,2,5,1017.4,-6.9,0
Wanshouxigong,2013,3,29,8,79,2,6.7,1017.5,-7.7,0
Wanshouxigong,2013,3,29,9,81,6,8.2,1017.1,-9.7,0
Wanshouxigong,2013,3,29,10,76,21,8.7,1016.3,-8.8,0
Wanshouxigong,2013,3,29,11,78,32,9.2,1015.4,-8.4,0
Wanshouxigong,2013,3,29,12,83,45,9.2,1014.8,-7.1,0
Wanshouxigong,2013,3,29,13,102,44,9.8,1013.7,-7,0
Wanshouxigong,2013,3,29,14,114,46,10.4,1012.9,-6.9,0
Wanshouxigong,2013,3,29,15,101,58,10,1012.9,-7.3,0
Wanshouxigong,2013,3,29,16,88,56,10.1,1012.7,-7.2,0
Wanshouxigong,2013,3,29,17,65,86,10,1012.6,-7.3,0
Wanshouxigong,2013,3,29,18,78,62,9.6,1012.9,-7.6,0
Wanshouxigong,2013,3,29,19,95,29,7.5,1014,-3.1,0
Wanshouxigong,2013,3,29,20,84,22,5.8,1015,-3.6,0
Wanshouxigong,2013,3,29,21,58,33,5.3,1015.6,-3.3,0
Wanshouxigong,2013,3,29,22,50,27,5.2,1015.9,-3.6,0
Wanshouxigong,2013,3,29,23,56,22,4.8,1016.2,-4.8,0
Wanshouxigong,2013,3,30,0,56,21,4.5,1016.1,-5.6,0
Wanshouxigong,2013,3,30,1,57,26,4.2,1015.9,-6.1,0
Wanshouxigong,2013,3,30,2,49,29,4.1,1015.6,-6.2,0
Wanshouxigong,2013,3,30,3,55,11,3.9,1015.6,-6.4,0
Wanshouxigong,2013,3,30,4,62,4,3.5,1015.6,-6.2,0
Wanshouxigong,2013,3,30,5,65,8,3.4,1016,-6.9,0
Wanshouxigong,2013,3,30,6,65,11,3.3,1016.3,-6.4,0
Wanshouxigong,2013,3,30,7,71,10,4.7,1016.7,-7.1,0
Wanshouxigong,2013,3,30,8,70,16,5.8,1017.1,-7.1,0
Wanshouxigong,2013,3,30,9,82,27,7.1,1017.1,-7,0
Wanshouxigong,2013,3,30,10,78,42,8,1017.1,-5.8,0
Wanshouxigong,2013,3,30,11,78,46,8.9,1016.5,-5,0
Wanshouxigong,2013,3,30,12,89,66,9.9,1015.6,-3.8,0
Wanshouxigong,2013,3,30,13,89,81,10.4,1014.8,-3.7,0
Wanshouxigong,2013,3,30,14,104,88,10.6,1014,-2.1,0
Wanshouxigong,2013,3,30,15,104,89,10.8,1013.5,-1.6,0
Wanshouxigong,2013,3,30,16,85,88,10.1,1013.6,-1,0
Wanshouxigong,2013,3,30,17,68,90,9.1,1014,-0.8,0
Wanshouxigong,2013,3,30,18,75,84,7.9,1014.6,0.4,0
Wanshouxigong,2013,3,30,19,78,57,6.9,1015.7,0.6,0
Wanshouxigong,2013,3,30,20,89,40,5.8,1016.7,0.5,0
Wanshouxigong,2013,3,30,21,89,34,5.1,1017.2,0.7,0
Wanshouxigong,2013,3,30,22,75,14,4.6,1017,0.9,0
Wanshouxigong,2013,3,30,23,78,7,4.6,1016.9,1.1,0
Wanshouxigong,2013,3,31,0,89,5,4.8,1017,1.3,0
Wanshouxigong,2013,3,31,1,89,2,4.6,1016.6,1.4,0
Wanshouxigong,2013,3,31,2,95,2,4.4,1015.9,1.8,0
Wanshouxigong,2013,3,31,3,102,7,4.5,1015.5,1.9,0
Wanshouxigong,2013,3,31,4,107,5,4.4,1015.3,1.9,0
Wanshouxigong,2013,3,31,5,100,5,4.2,1015.2,2.1,0
Wanshouxigong,2013,3,31,6,96,2,4.2,1015.2,2.1,0
Wanshouxigong,2013,3,31,7,133,2,4.5,1015.5,2.4,0
Wanshouxigong,2013,3,31,8,133,2,4.8,1015.2,2.5,0
Wanshouxigong,2013,3,31,9,158,2,5.4,1014.7,2.4,0
Wanshouxigong,2013,3,31,10,158,2,5.8,1014.1,2.3,0
Wanshouxigong,2013,3,31,11,185,2,7,1013,2.5,0
Wanshouxigong,2013,3,31,12,201,4,8.6,1011.8,3,0
Wanshouxigong,2013,3,31,13,179,18,7.2,1010.4,2.9,0
Wanshouxigong,2013,3,31,14,232,12,6.9,1009.3,3,0
Wanshouxigong,2013,3,31,15,244,4,7.8,1008.1,3.3,0
Wanshouxigong,2013,3,31,16,250,4,7.7,1008.1,3.2,0
Wanshouxigong,2013,3,31,17,242,7,7.4,1007.9,3.1,0
Wanshouxigong,2013,3,31,18,242,4,7.1,1008.3,3.2,0
Wanshouxigong,2013,3,31,19,238,2,6.3,1008.4,2.9,0
Wanshouxigong,2013,3,31,20,236,2,6.5,1008.5,3.1,0
Wanshouxigong,2013,3,31,21,232,2,6.8,1008.7,3.2,0
Wanshouxigong,2013,3,31,22,227,2,7.2,1008.5,3.4,0
Wanshouxigong,2013,3,31,23,226,2,7.5,1008.3,3.4,0
Wanshouxigong,2013,4,1,0,233,2,7.4,1008.3,3.4,0
